代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	
="300313"	天山生物	10.00	26.06	2.37	26.06	--  	58013	86	0.00	         13.89	23.00	26.06	21.47	23.69	   284.49	143522384	  3.78	农业综合	新疆	19.38	
="000899"	赣能股份	5.98	7.98	0.45	7.98	7.99	338518	3673	0.12	          6.10	7.49	8.27	7.40	7.53	    13.74	266283296	  2.20	火力发电	江西	11.55	
="002436"	兴森科技	5.46	36.70	1.90	36.70	36.77	44753	373	0.13	          2.92	34.53	37.38	34.08	34.80	    59.66	160873952	  1.79	元器件	深圳	9.48	
="002024"	苏宁云商	4.91	10.90	0.51	10.89	10.90	4495934	46246	-0.09	          9.10	10.25	11.31	10.19	10.39	--  	4869652992	  1.33	电器连锁	江苏	10.78	
="002078"	太阳纸业	4.35	4.56	0.19	4.56	4.57	789768	15661	0.44	          4.00	4.30	4.59	4.28	4.37	    25.04	351394912	  0.91	造纸	山东	7.09	
="000619"	海螺型材	3.02	9.88	0.29	9.87	9.88	138593	1001	0.30	          3.85	9.55	9.99	9.45	9.59	    26.00	135592784	  1.85	其他建材	安徽	5.63	
="000723"	美锦能源	2.46	8.32	0.20	8.31	8.32	139575	2115	-0.23	          7.16	8.05	8.38	8.02	8.12	   514.51	115166424	  1.54	焦炭加工	山西	4.43	
="002385"	大北农	2.39	17.98	0.42	17.97	17.98	337352	3477	0.27	          3.58	17.56	17.99	17.00	17.56	    50.41	593437888	  0.78	饲料	北京	5.64	
="300262"	巴安水务	1.93	20.60	0.39	20.59	20.60	74947	1212	0.00	          4.77	19.98	20.87	19.72	20.21	    65.70	153514272	  1.20	环境保护	上海	5.69	
="600618"	氯碱化工	1.88	9.76	0.18	9.76	9.77	94080	12	-0.10	          1.25	9.60	9.99	9.50	9.58	--  	92407928	  1.02	化工原料	上海	5.11	
="600804"	鹏博士	1.59	22.30	0.35	22.29	22.30	314392	22	0.17	          2.34	21.88	22.56	21.55	21.95	    55.13	692368640	  0.67	电信运营	四川	4.60	
="000040"	宝安地产	1.17	6.90	0.08	6.89	6.90	95010	734	0.00	          2.05	6.83	7.08	6.76	6.82	   169.82	65960552	  1.21	全国地产	深圳	4.69	
="002239"	金 飞 达	1.16	7.00	0.08	7.00	7.01	252563	2316	-0.14	          5.98	6.86	7.12	6.79	6.92	   287.03	176695344	  1.20	服饰	江苏	4.77	
="000758"	中色股份	1.00	15.10	0.15	15.10	15.11	328408	10930	0.13	          3.64	14.92	15.18	14.40	14.95	   158.37	486755136	  0.88	铅锌	北京	5.22	
="601199"	江南水务	0.89	20.36	0.18	20.33	20.39	19607	50	0.04	          0.84	20.03	20.54	19.83	20.18	    30.39	39505332	  0.64	水务	江苏	3.52	
="000416"	民生控股	0.78	10.33	0.08	10.33	10.34	140228	1063	0.29	          2.64	10.00	10.52	10.00	10.25	   165.42	144399392	  0.50	百货	山东	5.07	
="600843"	上工申贝	0.76	13.31	0.10	13.31	13.32	51211	99	0.15	          2.50	13.15	13.39	13.10	13.21	    88.65	68000128	  0.56	纺织机械	上海	2.20	
="000401"	冀东水泥	0.75	12.15	0.09	12.14	12.15	108488	1054	0.00	          0.89	12.01	12.21	11.70	12.06	   592.03	129577864	  0.71	水泥	河北	4.23	
="603128"	华贸物流	0.60	14.99	0.09	15.00	15.03	47629	130	0.53	          2.98	14.81	15.14	14.66	14.90	    56.25	71089128	  0.71	仓储物流	上海	3.22	
="000550"	江铃汽车	0.53	37.90	0.20	37.88	37.90	15433	155	0.26	          0.30	37.51	37.96	36.95	37.70	    16.03	57754892	  0.77	汽车整车	江西	2.68	
="300217"	东方电热	0.50	12.11	0.06	12.10	12.11	140971	1490	0.08	          6.56	11.90	12.39	11.77	12.05	    49.86	171656704	  0.66	电器仪表	江苏	5.15	
="000726"	鲁  泰Ａ	0.43	11.78	0.05	11.77	11.78	175562	2184	-0.16	          3.13	11.65	12.05	11.61	11.73	    11.89	208701408	  1.16	纺织	山东	3.75	
="002543"	万和电气	0.33	12.29	0.04	12.29	12.30	33071	298	0.08	          1.04	12.18	12.39	12.10	12.25	    17.90	40666240	  0.65	家用电器	广东	2.37	
="600828"	成商集团	0.29	6.83	0.02	6.83	6.84	84855	5	0.00	          1.49	6.74	6.89	6.70	6.81	    16.55	57869328	  0.95	百货	四川	2.79	
="600312"	平高电气	0.26	19.19	0.05	19.18	19.19	175612	56	0.52	          2.14	19.00	19.33	18.81	19.14	    38.49	334087232	  0.56	电气设备	河南	2.72	
="002064"	华峰氨纶	0.25	12.18	0.03	12.18	12.19	198057	2221	0.08	          2.97	12.05	12.36	11.95	12.15	    25.39	240976032	  0.61	化纤	浙江	3.37	
="600814"	杭州解百	0.23	8.88	0.02	8.86	8.90	47830	133	0.79	          1.54	8.79	8.95	8.71	8.86	    26.00	42267072	  0.76	百货	浙江	2.71	
="000731"	四川美丰	0.21	9.44	0.02	9.44	9.45	269971	2288	0.10	          4.57	9.30	9.72	9.30	9.42	--  	257676768	  1.25	农药化肥	四川	4.46	
="000530"	大冷股份	0.16	12.48	0.02	12.47	12.48	52960	1298	0.32	          2.45	12.33	12.65	12.21	12.46	    34.04	65797448	  0.56	机械基件	辽宁	3.53	
="601888"	中国国旅	0.11	45.88	0.05	45.85	45.92	28727	5	0.00	          0.29	45.22	46.25	45.20	45.83	    28.17	131673936	  0.58	旅游服务	北京	2.29	
="000665"	湖北广电	0.07	14.53	0.01	14.52	14.53	24452	353	0.34	          1.29	14.47	14.69	14.28	14.52	    53.01	35457440	  0.99	影视音像	湖北	2.82	
="600111"	北方稀土	0.04	26.27	0.01	26.28	26.29	535554	34	0.03	          3.62	26.20	26.95	26.02	26.26	   120.24	1419802368	  0.71	小金属	内蒙	3.54	
="600858"	银座股份	0.00	9.83	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.83	    19.34	0	  0.00	百货	山东	0.00	
="600749"	西藏旅游	0.00	12.18	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.18	  1161.76	0	  0.00	旅游景点	西藏	0.00	
="600704"	物产中大	0.00	10.38	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	10.38	    23.97	0	  0.00	商贸代理	浙江	0.00	
="600575"	皖江物流	0.00	4.11	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	4.11	--  	0	  0.00	水运	安徽	0.00	
="600365"	通葡股份	0.00	11.38	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.38	  5686.21	0	  0.00	红黄药酒	吉林	0.00	
="600318"	巢东股份	0.00	11.20	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.20	    17.93	0	  0.00	水泥	安徽	0.00	
="600103"	青山纸业	0.00	3.66	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	3.66	   601.14	0	  0.00	造纸	福建	0.00	
="600090"	啤酒花	0.00	8.13	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	8.13	    36.46	0	  0.00	啤酒	新疆	0.00	
="300144"	宋城演艺	--  	30.12	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	30.12	    39.83	0	  0.00	旅游景点	浙江	0.00	
="300004"	南风股份	--  	48.67	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	48.67	   150.90	0	  0.00	电气设备	广东	0.00	
="002558"	世纪游轮	--  	31.65	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	31.65	   271.60	0	  0.00	旅游服务	重庆	0.00	
="002529"	海源机械	--  	15.03	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	15.03	--  	0	  0.00	专用机械	福建	0.00	
